material_id,full_formula,band_gap,is_gap_direct,direct_gap,p_ex1_norm,p_ex1_degen,n_ex1_norm,n_ex1_degen,cbm_hybridization,cbm_character_1,cbm_specie_1,cbm_location_1,cbm_score_1,vbm_hybridization,vbm_character_1,vbm_specie_1,vbm_location_1,vbm_score_1
mp-17558,Ca10Ga4As12,,,,,,,,3.8018340908991273,p,As,0.0;0.519456;0.593577,0.056190096339840234,3.006469671106391,p,As,0.0;0.019456;0.906423,0.12747350010655836
mp-19064,Yb4Fe6O14,,,,,,,,,,,,,,,,,
mp-641415,Pb8W8O32,,,,,,,,3.2087114325848387,d,W,0.830017;0.917942;0.918456,0.09741868859133504,3.8442402769618393,p,O,0.07811;0.054584;0.918358,0.050582433839240486
mp-706283,In4H28N8O4F16,,,,,,,,3.397201583371239,s,In,0.135214;0.215168;0.052963,0.13111479716033705,3.0977575397792454,p,N,0.00064;0.673253;0.899821,0.16477430853015915
mp-1201209,Mo4C16I4O16,,,,,,,,,,,,,,,,,
mp-633158,Na1Te1H6O6F1,3.5809,0.0,3.7343,0.7101127512129393,3.0,0.0,1.0,2.3810694822352243,s,Te,0.997182;0.997182;0.997182,0.28516597110326103,2.0297276272159035,p,O,0.935204;0.64306;0.176437,0.1992970586582308
mp-556186,P8S4N12Cl20O4,4.0172,0.0,4.0453,0.4375,2.0,0.0,1.0,4.0679798682256,p,Cl,0.319567;0.337947;0.525791,0.05096051094192317,3.4856269557224064,p,Cl,0.680433;0.837947;0.974209,0.06641191271634495
mp-1197287,Ge12S24,,,,,,,,,,,,,,,,,
mp-560123,Fe2Bi6Mo4O24,2.5911,0.0,2.6222,1.0248714696532415,2.0,0.9224297551904944,2.0,2.1947329692434785,d,Fe,0.881908;0.118092;0.25,0.336274994245484,3.4434939910891824,p,O,0.746919;0.15348;0.029349,0.07025856017902238
mp-23386,Sn24S12I24,,,,,,,,4.364197095594076,p,Sn,0.75;0.66342;0.84026,0.03604817360508118,4.298328440038826,p,I,0.75;0.663017;0.368445,0.02425742755568033
mp-4556,Li8S4O16,,,,,,,,,,,,,,,,,
mp-2507,Ga4S4,2.0036,0.0,2.0266,0.07856742641723223,6.0,0.0,1.0,2.884754913145609,p,S,0.333333;0.666667;0.88315,0.08543685938123445,2.3516440577122073,p,S,0.333333;0.666667;0.88315,0.15694644133126032
mp-706339,Mg4B12H60O52,,,,,,,,4.220816961482109,s,O,0.518911;0.160383;0.086336,0.025525698895390483,3.691382573331661,p,O,0.208954;0.499877;0.254464,0.06979884656029478
mp-7621,K2Tc2O8,3.1908,0.0,3.2125,0.15625,4.0,0.0,1.0,1.966652495310103,d,Tc,0.0;0.0;0.0,0.2970814562157711,2.1590014665229624,p,O,0.605;0.437901;0.391343,0.12309472901890425
mp-4757,K2Re2O8,4.0059,0.0,4.0157,0.15625,4.0,0.0,1.0,1.937615549251588,d,Re,0.0;0.0;0.0,0.3071095625818398,2.1613187166854946,p,O,0.789826;0.954439;0.39836,0.1229848119115808
mp-540783,Os2O8,3.2877,0.0,3.3235,0.7071067811865476,2.0,0.7071067811865476,1.0,2.0767942344698773,d,Os,0.744173;0.255827;0.75,0.25419122489509344,2.117007022212104,p,O,0.64535;0.577579;0.583691,0.1241766302736442
mp-696157,Na4P4H24O24,,,,,,,,4.155211784663935,s,O,0.956833;0.950221;0.224735,0.03113475813478518,3.180203146107212,p,O,0.945302;0.734687;0.783041,0.0734966355422353
mp-560518,Rb4Li8Be8F28,,,,,,,,,,,,,,,,,
mp-19453,Te8Mo4O28,,,,,,,,2.8086108741241302,d,Mo,0.131133;0.118622;0.431423,0.1699710728569745,3.713320081844168,p,O,0.84088;0.409018;0.298062,0.05362940731064856
mp-557880,K12P12O36,,,,,,,,,,,,,,,,,
mp-570884,Te16I64,,,,,,,,4.507530961665823,p,Te,0.638203;0.171591;0.388005,0.03029147179974393,4.2813937734035115,p,I,0.247212;0.664963;0.367009,0.019236588550956345
mp-27539,La4Re2O10,1.0168,0.0,1.0335,0.4134864850839837,4.0,0.4330127018922193,2.0,2.168484138898096,d,Re,0.812082;0.812082;0.0,0.3160256881634259,2.4618886178722867,d,Re,0.187918;0.187918;0.0,0.2297972305729561
mp-743619,Co2H12C4S4N4O6,1.8544,0.0,1.8813,0.7071067811865476,1.0,0.0,1.0,1.6141923231455648,d,Co,0.5;0.0;0.0,0.44202002418328107,2.57438191586872,d,Co,0.0;0.5;0.5,0.13762912352673728
mp-721279,H24S8N8O24,,,,,,,,4.423857425594958,s,N,0.739555;0.461808;0.077605,0.0279805760085078,3.2670770396874302,p,O,0.075115;0.805727;0.425533,0.04838555251964584
mp-821,Nb16O32,,,,,,,,3.3523361650834755,d,Nb,0.469738;0.710487;0.490745,0.062443718161161725,3.380965657907363,d,Nb,0.960487;0.969742;0.740748,0.057248952517967584
mp-721293,Na4Ge1H28Se4O14,,,,,,,,2.3990396620832097,s,Ge,0.004042;0.995958;0.0,0.3073031799974921,2.0236333728346487,p,Se,0.280425;0.018849;0.864255,0.3175688737179394
mp-669543,Rb2Hg2C6S6N6,1.9419,0.0,1.9945,0.7071067811865476,1.0,0.5,1.0,2.765892432643076,s,Hg,0.75;0.722387;0.853914,0.1934094274786396,2.6562803066419707,p,S,0.75;0.195229;0.324018,0.13647649093641806
mp-696152,Cu1Sn1H12N2O6,0.6204000000000001,0.0,0.8750999999999998,0.7071067811865476,1.0,0.8660254037844386,1.0,1.4779432181587708,d,Cu,0.0;0.0;0.5,0.6372623911925481,1.7129973736789608,d,Cu,0.0;0.0;0.5,0.5374656013161593
mp-27618,Na32Ga8O28,,,,,,,,4.6333489096208895,s,Ga,0.285528;0.309304;0.153461,0.018160209518338816,3.5490517746816512,p,O,0.389508;0.895976;0.122431,0.04132769974846935
mp-27628,Te12Cl8,1.3552,0.0,1.392,0.625,2.0,0.7575731769857879,2.0,3.0559446522745093,p,Te,0.754935;0.005072;0.5915,0.09468866523534712,3.0333470770912254,p,Te,0.341783;0.301566;0.644984,0.0876713495206939
mp-27648,Te16Br8,,,,,,,,3.2973429006708743,p,Te,0.75;0.052791;0.724957,0.07521129178654762,3.2601756235351,p,Te,0.75;0.733715;0.581843,0.06829103811116871
mp-27655,Te16I8,,,,,,,,3.3682387017220874,p,Te,0.25;0.937346;0.269187,0.06979029216807713,3.3169103019025488,p,Te,0.25;0.269733;0.420055,0.06146871642725421
mp-569766,Te4I4,0.7871000000000001,0.0,0.8572000000000002,0.14142135623730953,2.0,0.7071067811865476,1.0,2.3553751082257364,p,Te,0.877558;0.877558;0.823648,0.19072148120038765,2.076594845562076,p,I,0.335441;0.335441;0.560751,0.2187105880518053
mp-23273,Te8I8,0.8003999999999998,1.0,0.8003999999999998,0.7071067811865476,1.0,0.7071067811865476,1.0,3.1126013954875145,p,Te,0.314114;0.250731;0.280232,0.07638601808142932,2.8214748452996288,p,Te,0.013097;0.00425;0.197043,0.08929276650422098
mp-704550,Mn8Sn4C36Br4O36,,,,,,,,4.017092937972951,d,Mn,0.007741;0.442468;0.103941,0.0623877512195878,3.6946395778492462,p,Br,0.715704;0.309408;0.001798,0.0784308835647083
mp-384,Mg2P8,,,,,,,,2.672979551008811,p,P,0.792197;0.747025;0.753805,0.10099901204073387,2.29534324196767,p,P,0.292197;0.252975;0.746195,0.16733901509715754
mp-559757,Ba6Cu4Cl4O8,,,,,,,,2.6120624720985317,d,Cu,0.0;0.75;0.668221,0.14039008566871558,2.661944208481055,d,Cu,0.0;0.75;0.668221,0.12437537165689852
mp-557961,Sb6C6N6Cl24O6,,,,,,,,3.773555167967052,s,Sb,0.952708;0.318594;0.75,0.061416163303354164,3.2783939033013576,p,Cl,0.620017;0.932778;0.472935,0.06027825748860071
mp-1203905,K8In4Cl20O4,0.7165,1.0,0.7165,0.0,1.0,0.0,1.0,2.1595384246716547,p,O,0.468367;0.25;0.513251,0.20964560539236135,3.2147810485510053,p,Cl,0.802509;0.497958;0.096533,0.06326104270654817
mp-553972,Cu8C8S8N8,2.4001,1.0,2.4001,0.0,1.0,0.0,1.0,3.7448122923464986,p,C,0.139716;0.79543;0.421819,0.04606451107486347,2.9921797486358708,d,Cu,0.136316;0.65609;0.684095,0.09102830515988393
mp-6651,K8Ta8O12F24,3.9245,0.0,3.9248,0.35714286,2.0,0.5,1.0,2.6281773799740127,d,Ta,0.75;0.434277;0.647463,0.11019245700877232,3.0179799351129364,p,O,0.25;0.897037;0.094163,0.10437142928673444
mp-13960,Sr12Er8B16O48,,,,,,,,3.81228168720535,d,Er,0.99827;0.676529;0.897421,0.09479108095244136,3.9146615402321028,p,O,0.386158;0.522344;0.205745,0.05295993058984695
mp-706291,Ca4B16H4O30,,,,,,,,4.37892421451483,d,Ca,0.012491;0.175829;0.72115,0.04928063935459323,3.3552916326273388,p,O,0.354155;0.810208;0.671578,0.0643207736551549
mp-1200678,K8Sn4O4F24,,,,,,,,1.6336878439534643,p,O,0.852822;0.852822;0.647178,0.2631075370875331,3.3035410533830527,p,F,0.98759;0.991537;0.23334,0.05497697499063111
mp-706278,Ca2P4H12O18,5.5594,0.0,5.6013,0.5,1.0,0.0,1.0,3.8623278483327317,s,O,0.175994;0.373256;0.419227,0.06004234878657599,2.908164087536312,p,O,0.761158;0.341257;0.032867,0.08882353242826199
mp-22737,Sb16Pb6S30,,,,,,,,4.343507306813913,p,Sb,0.139537;0.038471;0.072929,0.03989032790693898,4.088901483790308,p,S,0.705849;0.765973;0.537251,0.03244645558378472
mp-20605,Pb2C4S4N4,2.6519999999999997,0.0,2.6978,0.7272895697812194,2.0,0.4670063967508199,2.0,2.2905416364566937,p,Pb,0.895872;0.104128;0.25,0.2797643023796704,2.3174720036705487,p,S,0.239662;0.351794;0.670379,0.15628740935451482
mp-556869,Sb20I4O28,2.5753,0.0,2.5804,0.0,1.0,0.7071067811865476,1.0,4.2643896613482575,p,Sb,0.943071;0.75398;0.081112,0.035515793443802506,2.8919076713141347,p,I,0.004741;0.191661;0.243762,0.17346275792446875
mp-556235,Ca4C4O12,5.0106,0.0,5.1109,0.0,1.0,0.7071067811865476,1.0,2.923718448975868,p,C,0.24671;0.746322;0.498612,0.11331268643259855,2.6396870717908545,p,O,0.900429;0.128175;0.622056,0.08172998055568408
mp-557259,Mo4F24,4.1687,1.0,4.1687,0.0,1.0,0.0,1.0,2.4509473459657634,d,Mo,0.56817;0.75;0.633927,0.18610429597350286,3.191697477229232,p,F,0.237942;0.10384;0.963903,0.044667873475218924
mp-7258,K8Sn2O8,2.3423,0.0,2.4016,0.7071067811865476,1.0,0.0,1.0,3.2566085138765137,s,Sn,0.844493;0.222774;0.754356,0.09720423042850747,2.3506354903399598,p,O,0.296347;0.531998;0.376066,0.1206947250404992
mp-6198,Sr4Ga8Si8O32,,,,,,,,4.414856169217578,s,Ga,0.298978;0.440829;0.380871,0.03698913459555666,3.5652547355297286,p,O,0.446027;0.316531;0.380877,0.043658450044576594
mp-6759,Ba4Ga8Si8O32,,,,,,,,4.336743574449805,s,Ga,0.064625;0.195691;0.613696,0.03694874501746459,3.629949843801339,p,O,0.417173;0.316328;0.399329,0.040985859613042235
mp-647987,Rb2Bi2C8S8N8,2.5646,0.0,2.6467,0.5,1.0,0.8660254037844386,1.0,2.529257855775535,p,Bi,0.92558;0.0;0.0,0.2986693749331936,2.9654222737633864,p,S,0.829068;0.336025;0.896511,0.08730663347378545
mp-642316,Cu4Bi20Pb4S36,,,,,,,,,,,,,,,,,
mp-1201605,Ba6Ru6O30,0.8739999999999999,0.0,0.9806,0.467701270584692,6.0,0.0,1.0,2.630789821364943,d,Ru,0.099307;0.400693;0.75,0.18091366270983,3.248835419413166,p,O,0.002974;0.714681;0.034755,0.07570044748749552
mp-649944,Na8Cu12Si16O48,,,,,,,,,,,,,,,,,
mp-540549,Al6P18O54,,,,,,,,4.771826442621257,s,P,0.067179;0.6739;0.314719,0.017729729584543885,3.9965138346430784,p,O,0.485268;0.411522;0.386448,0.02811626119949026
mp-556581,Fe8P4Cl4O16,,,,,,,,2.272531085317918,d,Fe,0.520764;0.479236;0.25,0.2353241235580769,3.0201602475382003,d,Fe,0.520764;0.479236;0.25,0.1414045743589765
mp-540550,Na4H8Cl4O20,5.2337,0.0,5.2402,0.8488752105116041,2.0,0.0,1.0,3.953834954063262,s,Cl,0.901566;0.84626;0.694165,0.04695649352408269,2.8691199368826337,p,O,0.752728;0.112806;0.651518,0.0625758394824501
mp-6930,Si3O6,5.6695,0.0,5.9693,0.4714045160769865,3.0,0.0,1.0,2.609968782088747,s,Si,0.52271;0.52271;0.0,0.09748423520124956,1.8687375213085515,p,O,0.83926;0.584963;0.129333,0.16507945717737232
mp-19138,Ba2Ni2O6,1.5107000000000004,0.0,1.5421,0.0,1.0,0.6144518064494396,6.0,2.0314906353771915,d,Ni,0.0;0.0;0.0,0.2747760068216528,2.069401046886981,p,O,0.146466;0.853534;0.25,0.15707821949668327
mp-640556,Si24O48,,,,,,,,,,,,,,,,,
mp-19374,K8Sr4Ni4N24O48,2.1937,0.0,2.2403,0.0,1.0,0.7071067811865476,3.0,2.9408214960713805,p,N,0.198571;0.198571;0.801429,0.08075417409612069,3.187436059789396,d,Ni,0.0;0.0;0.0,0.12263425304560804
mp-16919,Y8Hf4S20,1.2256999999999998,1.0,1.2256999999999998,0.0,1.0,0.0,1.0,3.1728385945104822,d,Y,0.478311;0.502797;0.321065,0.07794429077313947,3.4960347446783904,p,S,0.339935;0.463626;0.093432,0.04973568566886415
mp-3870,Sr4Nb4O14,2.6844,0.0,2.877,0.5,2.0,0.0,1.0,2.1412793054354298,d,Nb,0.058475;0.941525;0.472793,0.25370930298694194,2.819875737675016,p,O,0.008517;0.991483;0.717431,0.09952538406627164
mp-19085,Ba4Mn2W2O12,2.2267,0.0,2.7335,0.8660254037844386,4.0,0.7071067811865476,3.0,1.267207559582204,d,W,0.5;0.5;0.5,0.709645051729874,1.8483256252670937,d,Mn,0.0;0.0;0.0,0.48151696903934704
mp-30518,V12O22,0.7810000000000001,0.0,0.8131000000000004,0.7071067811865476,1.0,0.5,1.0,2.832106395816258,d,V,0.174739;0.69238;0.930779,0.15877806868218294,2.9763590877874777,d,V,0.230998;0.140175;0.586068,0.15284333366777594
mp-541404,V4O8,0.7584,0.0,1.1337,0.5871015881138909,2.0,0.5,1.0,1.3396510840924245,d,V,0.398801;0.398801;0.685287,0.43083912880520303,2.06372876275173,d,V,0.696181;0.696181;0.724377,0.2880481240495767
mp-557047,Cs4Na2Cr2F12,4.2707,1.0,4.2707,0.5,3.0,0.5,3.0,1.4993331936488647,d,Cr,0.0;0.0;0.0,0.5943868113109231,1.690334018899125,d,Cr,0.0;0.0;0.0,0.5723248509339252
mp-504611,Cs4Na2Fe2F12,3.841,1.0,3.841,0.0,1.0,0.0,1.0,1.3323909986846258,d,Fe,0.0;0.0;0.0,0.4542601402799813,2.6795637236753795,d,Fe,0.5;0.5;0.5,0.09880147855854116
mp-8560,S1F6,5.8139,1.0,5.8139,0.0,1.0,0.0,1.0,2.0190919142407324,s,S,0.0;0.0;0.0,0.3517925108635161,1.7917189457194265,p,F,0.73337;0.73337;0.0,0.1698832247234797
mp-504607,Y6In6O18,2.0525999999999995,0.0,2.2107,0.375,6.0,0.0,1.0,3.7630081820843246,s,In,0.0;0.666481;0.501103,0.07467733057679382,3.221417630984052,p,O,0.639347;0.639347;0.831261,0.06275651120646142
mp-2963,Ca12Al24O48,,,,,,,,4.904406129928916,s,Ca,0.954502;0.238474;0.253401,0.01562139810309806,3.9365270130022902,p,O,0.976277;0.322034;0.053019,0.03270697106845799
mp-4906,Te4S2O14,3.2922,1.0,3.2922,0.5,1.0,0.5,1.0,2.9273882768640527,p,Te,0.252608;0.677;0.197645,0.14328825356211652,2.7611343855330124,p,O,0.906873;0.83399;0.0,0.11775383469564557
mp-5114,K12Hg2S8,1.7153,1.0,1.7153,0.0,1.0,0.0,1.0,3.109458338956132,s,Hg,0.333333;0.666667;0.502627,0.18167588648151908,2.5564450643739587,p,S,0.189509;0.379018;0.398073,0.11510158608762215
mp-22172,U1Cr2O6,1.0421000000000005,1.0,1.0421000000000005,0.7071067811865476,3.0,0.7071067811865476,3.0,0.4306270739094927,f,U,0.0;0.0;0.0,0.925547238130506,2.21647489384093,d,Cr,0.333333;0.666667;0.5,0.20615150859204087
mp-7297,Cs2Sn1F6,5.3369,0.0,5.3385,0.15384615,2.0,0.0,1.0,2.0259428058246516,s,Sn,0.0;0.0;0.0,0.4589653267175019,1.8859205866601092,p,F,0.849542;0.150458;0.214999,0.16354039773427165
mp-5347,K1Al1F4,6.7929,0.0,7.2250999999999985,0.5,2.0,0.0,1.0,2.148227163235348,s,K,0.0;0.0;0.0,0.25020308282858605,1.2979266283085886,p,F,0.5;0.5;0.785032,0.3686741834692662
mp-23069,Fe2I6O18,2.0345,0.0,2.0654,0.04166667,1.0,0.5,3.0,2.139813133107462,d,Fe,0.666667;0.333333;0.132139,0.3669416536146435,3.2460430150891177,p,O,0.945464;0.77747;0.254178,0.07134601670520269
mp-24119,Ca8H4N4,1.6356000000000002,0.0,1.6793,0.8660254037844386,4.0,0.0,1.0,3.1748426351065553,d,Ca,0.887005;0.338985;0.887005,0.08000483721650913,2.3012809777832266,p,N,0.125;0.125;0.625,0.18883278361896924
mp-23549,Bi12B20O48,,,,,,,,3.927535694934341,p,Bi,0.484476;0.981479;0.404051,0.06079021413821675,3.74806442100292,p,O,0.132918;0.75;0.586087,0.057964743578722236
mp-27198,Cd8N16O48,,,,,,,,4.208043239842368,p,N,0.12923;0.158975;0.294013,0.02966104073434505,4.0437826623437925,p,O,0.57891;0.775022;0.145693,0.022106383376456082
mp-720283,K8H24Pt4C16N16O12,,,,,,,,3.638506313200926,p,Pt,0.5;0.5;0.5,0.07085707365659201,2.694761061474737,d,Pt,0.5;0.0;0.0,0.17263709208242356
mp-27200,B52H76,,,,,,,,4.454537197465795,p,B,0.193358;0.250113;0.912176,0.032169864684143554,4.1800130500690855,p,B,0.321326;0.583165;0.791135,0.06593211246441928
mp-540712,Fe12P8H12O44,,,,,,,,3.2974238754233305,d,Fe,0.137033;0.549344;0.387589,0.09042206389264297,3.8584797414555467,p,O,0.0;0.448962;0.25,0.07356168892564335
mp-705194,Mn16Sn8C80Br8O80,,,,,,,,,,,,,,,,,
mp-18882,V4Si4P8O36,,,,,,,,2.1677903789143103,d,V,0.5;0.0;0.659248,0.19349527778662384,2.4462889526964955,d,V,0.5;0.0;0.659248,0.1916832091625841
mp-2843,Sn8F16,3.2704,1.0,3.2704,0.7071067811865476,1.0,0.7071067811865476,1.0,3.3459251262721525,p,Sn,0.849487;0.895488;0.943202,0.08762652710968914,3.388477198552164,s,Sn,0.615656;0.624837;0.814112,0.07386486073135527
mp-557236,Te8As8Se32S4O8F48,,,,,,,,4.120285023577565,p,Te,0.538411;0.152534;0.685598,0.041520323079830716,3.9129287361849423,p,Se,0.534737;0.102218;0.203816,0.05840024946874649
mp-27529,P2I6,2.2858,0.0,2.2914,0.5073248148649717,6.0,0.4876958250567435,6.0,2.522198299553482,p,P,0.666667;0.333333;0.629634,0.16684189390306492,2.0254020707250286,p,I,0.646608;0.690879;0.005455,0.15571431852788373
mp-720815,K8Te4H24O24F8,,,,,,,,3.7890458288449786,s,Te,0.0;0.0;0.0,0.06351846728668653,2.838383554057697,p,O,0.520381;0.124187;0.622184,0.10553436639018277
mp-226,Fe4S8,0.4571999999999994,0.0,0.5201000000000002,0.44067797,6.0,0.0,1.0,2.5950922295179386,d,Fe,0.0;0.0;0.0,0.10372544595848693,1.7761133005578011,d,Fe,0.5;0.0;0.5,0.2325009293276159
mp-27218,Ge2Br4F20,2.9063,0.0,3.0267,0.0,1.0,0.5,1.0,3.1010296102241237,p,Br,0.36595;0.681081;0.172291,0.12323060089720148,2.6975772509620284,p,Br,0.13405;0.681081;0.672291,0.1320367425408203
mp-2275,U4F24,2.7943,0.0,2.7954,0.7071067811865476,1.0,0.6585388907363368,2.0,1.9077736224865591,f,U,0.419228;0.25;0.370028,0.23323318512089816,3.4391025888828524,p,F,0.610248;0.75;0.246425,0.037856570562493766
mp-21086,Fe8Ge4S16,,,,,,,,2.7757841646770736,d,Fe,0.000932;0.25;0.269344,0.14329840905452532,2.5917538039914323,d,Fe,0.0;0.0;0.0,0.12683688547464056
mp-27229,Sb12S4O30,,,,,,,,3.813701156088776,p,Sb,0.88067;0.297098;0.375216,0.06372984313665217,3.876043445392245,p,O,0.0;0.0;0.158632,0.04287610851081468
mp-554263,Ca8B4Cl4O12,4.576599999999999,0.0,4.7146,0.5,1.0,0.0,1.0,3.644095593364715,d,Ca,0.382011;0.706685;0.360469,0.08497119655929998,2.804264193912516,p,O,0.140992;0.480812;0.427505,0.08530263987357062
mp-704535,Tl4Mo14O44,,,,,,,,3.4578043393907083,d,Mo,0.535651;0.648231;0.974375,0.10652545751950074,3.853091485507642,p,O,0.251982;0.182179;0.503737,0.05488850174255164
mp-720825,Na6P6H24O30,,,,,,,,4.453956618347637,s,O,0.724446;0.586378;0.403482,0.028275171881338868,3.326324276309108,p,O,0.583192;0.668322;0.083709,0.08148602391801482
mp-16988,Sr3Cu6Sn3S12,0.4032,0.0,0.4117999999999995,0.14285714,2.0,0.0,1.0,3.541491213619335,s,Sn,0.704893;0.0;0.333333,0.0775160520676848,2.87953606401752,d,Cu,0.436505;0.36384;0.254545,0.12523153795691486
mp-1864,La4P20,,,,,,,,3.5465606523727184,f,La,0.75;0.63835;0.512985,0.06728607787546431,3.263220283135195,p,P,0.955485;0.37016;0.862695,0.08467930621692803
mp-542604,As16S16,,,,,,,,3.94610476057026,p,As,0.87382;0.556232;0.239777,0.050654924304146684,3.614880376715199,p,S,0.338389;0.695214;0.166578,0.06709195778337172
mp-720829,V4H32C8N8O24F4,,,,,,,,2.742082733686125,d,V,0.031782;0.347083;0.73663,0.1695534268223951,3.5169682471849253,p,O,0.686931;0.505171;0.912896,0.05484169429023419
mp-27250,Cs4Tc4O16,3.4163,0.0,3.4352,0.31818182,2.0,0.0,1.0,2.6686157344879438,d,Tc,0.036439;0.75;0.378489,0.1474685766009845,2.8367536612826987,p,O,0.154173;0.25;0.531912,0.06625951542357808
mp-540621,Sr4Ga8Ge8O32,3.0761,1.0,3.0761,0.0,1.0,0.0,1.0,4.450740746602705,s,Ga,0.806072;0.568891;0.946436,0.025266655007106325,3.5971738781090403,p,O,0.135959;0.239128;0.001413,0.041848267953625735
mp-540585,Ba4Ga8Ge8O32,,,,,,,,,,,,,,,,,
mp-552185,Ag2N2O6,1.8635,0.0,2.1512,0.3921625522169092,6.0,0.0,1.0,2.3512845947005645,p,N,0.222373;0.222373;0.222373,0.21574047638445815,1.939154334453538,d,Ag,0.499109;0.499109;0.499109,0.2756268359129158
mp-6920,K1N1O3,2.9813,1.0,2.9813,0.8660254037844386,1.0,0.8660254037844386,1.0,1.3629092644152558,p,N,0.435893;0.435893;0.435893,0.4531901115497821,1.1311380205916304,p,O,0.169988;0.56675;0.56675,0.3315957533796349
mp-559540,Rb4Zn4S4Cl4O16,4.5467,0.0,4.6057000000000015,0.5,1.0,0.0,1.0,3.636202499410469,s,Zn,0.304094;0.094458;0.955917,0.10002384457006007,3.1838433367850687,p,Cl,0.183204;0.373183;0.529112,0.06569679217645336
mp-23146,Tl4Zn4S4Cl4O16,4.3633,0.0,4.3699,0.0,1.0,0.5,1.0,3.5317291642958932,p,Tl,0.413266;0.62241;0.707666,0.09929629094990644,3.3246389466464445,p,O,0.073429;0.713289;0.855143,0.05479856707177783
mp-554823,Na4Sn2C8O16,2.7678,0.0,2.8321,0.7168848301947983,2.0,0.5,2.0,3.2973260389559806,p,C,0.417956;0.605488;0.889614,0.053727151413082035,3.023558558700082,s,Sn,0.175811;0.824189;0.25,0.12136216382937333
mp-27264,Na4Ti4F16,,,,,,,,1.8639865750683149,d,Ti,0.0;0.843392;0.25,0.2268799709928941,1.7475994335006386,d,Ti,0.5;0.656608;0.75,0.2318672546853608
mp-720287,Na12As4H88S8O52,,,,,,,,3.863779766177277,s,As,0.462803;0.087818;0.25,0.0601863045923362,3.275195831730968,p,S,0.541918;0.738615;0.75,0.08691794924462178
mp-1249,Mg2F4,,,,,,,,2.1008595219403245,s,Mg,0.5;0.5;0.5,0.2283369130981961,1.4028346595973338,p,F,0.303349;0.303349;0.0,0.2500369433609878
mp-556808,Rb10Nb10B20O60,,,,,,,,3.241924467806629,d,Nb,0.068001;0.000504;0.996986,0.08606838608901188,4.208523218347094,p,O,0.42321;0.46267;0.503312,0.025394857292161663
mp-1180065,Nd2O6,0.14070000000000005,0.0,0.2766,0.4714045160769865,6.0,0.5127506434067632,6.0,2.054051807371577,p,O,0.626331;0.058441;0.25,0.15415423938314082,2.007408322079451,p,O,0.43211;0.373669;0.25,0.15789420954335928
